       1
       1       1    1.00000000E+00  5.47696264E-04  5.47264342E-04  9.99999700E-01
       1       2    1.00000000E+00  1.09521866E-03  5.55033958E-04  9.99999246E-01
       1       3    1.00000000E+00  1.64310409E-03  5.68156239E-04  9.99998489E-01
       1       4    1.00000000E+00  2.19147388E-03  5.86696625E-04  9.99997427E-01
       1       5    1.00000000E+00  2.74037822E-03  6.10745506E-04  9.99996059E-01
       1       6    1.00000000E+00  3.28977289E-03  6.40417061E-04  9.99994384E-01
       1       7    1.00000000E+00  3.83949644E-03  6.75847741E-04  9.99992401E-01
       1       8    1.00000000E+00  4.38924783E-03  7.17194355E-04  9.99990110E-01
       1       9    1.00000000E+00  4.93856494E-03  7.64631739E-04  9.99987513E-01
       1      10    1.00000000E+00  5.48680399E-03  8.18349972E-04  9.99984613E-01
       1      11    1.00000000E+00  6.03312017E-03  8.78551117E-04  9.99981415E-01
       1      12    1.00000000E+00  6.57644979E-03  9.45445440E-04  9.99977928E-01
       1      13    1.00000000E+00  7.11549434E-03  1.01924709E-03  9.99974165E-01
       1      14    1.00000000E+00  7.64870677E-03  1.10016923E-03  9.99970143E-01
       1      15    1.00000000E+00  8.17428038E-03  1.18841852E-03  9.99965884E-01
       1      16    1.00000000E+00  8.69014094E-03  1.28418908E-03  9.99961415E-01
       1      17    1.00000000E+00  9.19394240E-03  1.38765586E-03  9.99956772E-01
       1      18    1.00000000E+00  9.68306667E-03  1.49896733E-03  9.99951995E-01
       1      19    1.00000000E+00  1.01546281E-02  1.61823779E-03  9.99947131E-01
       1      20    1.00000000E+00  1.06054832E-02  1.74553912E-03  9.99942237E-01
       1      21    1.00000000E+00  1.10322459E-02  1.88089216E-03  9.99937374E-01
       1      22    1.00000000E+00  1.14313088E-02  2.02425780E-03  9.99932612E-01
       1      23    1.00000000E+00  1.17988712E-02  2.17552806E-03  9.99928024E-01
       1      24    1.00000000E+00  1.21309735E-02  2.33451701E-03  9.99923692E-01
       1      25    1.00000000E+00  1.24235388E-02  2.50095218E-03  9.99919697E-01
       1      26    1.00000000E+00  1.26724213E-02  2.67446628E-03  9.99916125E-01
       1      27    1.00000000E+00  1.28734611E-02  2.85458980E-03  9.99913059E-01
       1      28    1.00000000E+00  1.30225461E-02  3.04074461E-03  9.99910580E-01
       1      29    1.00000000E+00  1.31156788E-02  3.23223887E-03  9.99908762E-01
       1      30    1.00000000E+00  1.31490487E-02  3.42826373E-03  9.99907671E-01
       1      31    1.00000000E+00  1.31191083E-02  3.62789185E-03  9.99907359E-01
       1      32    1.00000000E+00  1.30226517E-02  3.83007833E-03  9.99907866E-01
       1      33    1.00000000E+00  1.28568943E-02  4.03366410E-03  9.99909211E-01
       1      34    1.00000000E+00  1.26195515E-02  4.23738209E-03  9.99911392E-01
       1      35    1.00000000E+00  1.23089151E-02  4.43986634E-03  9.99914385E-01
       1      36    1.00000000E+00  1.19239243E-02  4.63966410E-03  9.99918143E-01
       1      37    1.00000000E+00  1.14642308E-02  4.83525096E-03  9.99922593E-01
       1      38    1.00000000E+00  1.09302532E-02  5.02504891E-03  9.99927637E-01
       1      39    1.00000000E+00  1.03232221E-02  5.20744704E-03  9.99933155E-01
       1      40    1.00000000E+00  9.64521032E-03  5.38082471E-03  9.99939006E-01
       1      41    1.00000000E+00  8.89914920E-03  5.54357655E-03  9.99945035E-01
       1      42    1.00000000E+00  8.08882852E-03  5.69413895E-03  9.99951073E-01
       1      43    1.00000000E+00  7.21887895E-03  5.83101724E-03  9.99956943E-01
       1      44    1.00000000E+00  6.29473688E-03  5.95281298E-03  9.99962469E-01
       1      45    1.00000000E+00  5.32259154E-03  6.05825050E-03  9.99967483E-01
       1      46    1.00000000E+00  4.30931483E-03  6.14620192E-03  9.99971827E-01
       1      47    1.00000000E+00  3.26237521E-03  6.21570998E-03  9.99975361E-01
       1      48    1.00000000E+00  2.18973715E-03  6.26600777E-03  9.99977971E-01
       1      49    1.00000000E+00  1.09974842E-03  6.29653492E-03  9.99979572E-01
       1      50    1.00000000E+00  1.01784284E-06  6.30694949E-03  9.99980111E-01
       1      51    1.00000000E+00 -1.09771358E-03  6.29713538E-03  9.99979570E-01
       1      52    1.00000000E+00 -2.18770485E-03  6.26720477E-03  9.99977968E-01
       1      53    1.00000000E+00 -3.26034717E-03  6.21749569E-03  9.99975356E-01
       1      54    1.00000000E+00 -4.30729280E-03  6.14856473E-03  9.99971821E-01
       1      55    1.00000000E+00 -5.32057731E-03  6.06117512E-03  9.99967476E-01
       1      56    1.00000000E+00 -6.29273230E-03  5.95628067E-03  9.99962461E-01
       1      57    1.00000000E+00 -7.21688592E-03  5.83500598E-03  9.99956934E-01
       1      58    1.00000000E+00 -8.08684901E-03  5.69862372E-03  9.99951063E-01
       1      59    1.00000000E+00 -8.89718523E-03  5.54852961E-03  9.99945025E-01
       1      60    1.00000000E+00 -9.64326396E-03  5.38621586E-03  9.99938996E-01
       1      61    1.00000000E+00 -1.03212955E-02  5.21324399E-03  9.99933144E-01
       1      62    1.00000000E+00 -1.09283484E-02  5.03121759E-03  9.99927626E-01
       1      63    1.00000000E+00 -1.14623500E-02  4.84175586E-03  9.99922583E-01
       1      64    1.00000000E+00 -1.19220697E-02  4.64646862E-03  9.99918134E-01
       1      65    1.00000000E+00 -1.23070887E-02  4.44693310E-03  9.99914377E-01
       1      66    1.00000000E+00 -1.26177555E-02  4.24467327E-03  9.99911384E-01
       1      67    1.00000000E+00 -1.28551306E-02  4.04114174E-03  9.99909203E-01
       1      68    1.00000000E+00 -1.30209222E-02  3.83770464E-03  9.99907860E-01
       1      69    1.00000000E+00 -1.31174147E-02  3.63562946E-03  9.99907354E-01
       1      70    1.00000000E+00 -1.31473927E-02  3.43607598E-03  9.99907665E-01
       1      71    1.00000000E+00 -1.31140619E-02  3.24008998E-03  9.99908757E-01
       1      72    1.00000000E+00 -1.30209696E-02  3.04859991E-03  9.99910576E-01
       1      73    1.00000000E+00 -1.28719260E-02  2.86241589E-03  9.99913056E-01
       1      74    1.00000000E+00 -1.26709285E-02  2.68223117E-03  9.99916123E-01
       1      75    1.00000000E+00 -1.24220891E-02  2.50862542E-03  9.99919696E-01
       1      76    1.00000000E+00 -1.21295672E-02  2.34206976E-03  9.99923691E-01
       1      77    1.00000000E+00 -1.17975086E-02  2.18293316E-03  9.99928024E-01
       1      78    1.00000000E+00 -1.14299898E-02  2.03148981E-03  9.99932612E-01
       1      79    1.00000000E+00 -1.10309704E-02  1.88792737E-03  9.99937375E-01
       1      80    1.00000000E+00 -1.06042506E-02  1.75235558E-03  9.99942238E-01
       1      81    1.00000000E+00 -1.01534378E-02  1.62481524E-03  9.99947132E-01
       1      82    1.00000000E+00 -9.68191769E-03  1.50528719E-03  9.99951996E-01
       1      83    1.00000000E+00 -9.19283367E-03  1.39370118E-03  9.99956774E-01
       1      84    1.00000000E+00 -8.68907117E-03  1.28994450E-03  9.99961417E-01
       1      85    1.00000000E+00 -8.17324806E-03  1.19387013E-03  9.99965886E-01
       1      86    1.00000000E+00 -7.64771026E-03  1.10530458E-03  9.99970145E-01
       1      87    1.00000000E+00 -7.11453183E-03  1.02405505E-03  9.99974167E-01
       1      88    1.00000000E+00 -6.57551930E-03  9.49916138E-04  9.99977930E-01
       1      89    1.00000000E+00 -6.03221962E-03  8.82675845E-04  9.99981416E-01
       1      90    1.00000000E+00 -5.48593116E-03  8.22121104E-04  9.99984614E-01
       1      91    1.00000000E+00 -4.93771749E-03  7.68042645E-04  9.99987514E-01
       1      92    1.00000000E+00 -4.38842334E-03  7.20239324E-04  9.99990111E-01
       1      93    1.00000000E+00 -3.83869240E-03  6.78521901E-04  9.99992402E-01
       1      94    1.00000000E+00 -3.28898672E-03  6.42716314E-04  9.99994385E-01
       1      95    1.00000000E+00 -2.73960727E-03  6.12666461E-04  9.99996060E-01
       1      96    1.00000000E+00 -2.19071545E-03  5.88236546E-04  9.99997427E-01
       1      97    1.00000000E+00 -1.64235545E-03  5.69312993E-04  9.99998489E-01
       1      98    1.00000000E+00 -1.09447703E-03  5.55805981E-04  9.99999247E-01
       1      99    1.00000000E+00 -5.46958850E-04  5.47650608E-04  9.99999700E-01
       1     100    1.00000000E+00  3.68003762E-07  5.44807708E-04  9.99999852E-01
       1     101    1.00000000E+00  5.55855228E-04  1.09478309E-03  9.99999246E-01
       1     102    1.00000000E+00  1.11138130E-03  1.11055275E-03  9.99998766E-01
       1     103    1.00000000E+00  1.66735085E-03  1.13705344E-03  9.99997964E-01
       1     104    1.00000000E+00  2.22392353E-03  1.17441721E-03  9.99996837E-01
       1     105    1.00000000E+00  2.78118639E-03  1.22282657E-03  9.99995385E-01
       1     106    1.00000000E+00  3.33913009E-03  1.28251219E-03  9.99993603E-01
